Oh17_group_id,tgas_source_id,name,ra,dec,parallax,distance,G,J,rv,rv_err
3427,1107824829035383424,TYC 4353-985-1,91.57052941660673,71.56405345657308,5.774812486046098,175.71771911835216,11.572725790483796,10.437999725341797,-12.580360900846607,19.318067051972676
3429,1443850116653454208,TYC 1998-163-1,205.15318346798588,23.660787467456107,8.607652230786693,116.54708495070786,10.969388174977215,9.649999618530273,-34.47523637846343,19.459304158153955
3429,1443494252843141504,TYC 1998-938-1,204.866602494215,22.643621143657807,8.149131650020003,123.37974250453944,11.511541748940289,10.161999702453613,-39.814140483461664,19.17317905371671
3458,3015980529797273216,TYC 4780-232-1,86.71281722475217,-6.914444821990898,5.165058426189424,196.70444635174593,11.777011908410158,10.638999938964844,-20.943206282396403,19.486653974810544
3458,3012537615292970496,TYC 5348-493-1,88.36650488000333,-8.336917039441614,5.292355426776121,191.36975982969582,10.0671908224149,9.21399974822998,-44.42756110211985,19.46517116349045
3493,610304716638785664,HD 77175,135.3222764619364,15.264426742066822,54.65754377254455,18.2980295224948,8.633934764983241,6.689000129699707,0.21967361483448045,59.57978455990928
3493,652005928505684864,HIP 40910,125.2301785036332,14.070241955599398,44.3506823672716,22.55100038313237,9.108383495574024,7.335999965667725,4.352860793060838,25.369604374793948
3522,1304757222815433472,TYC 2052-498-1,248.28532175025305,27.654782624489545,6.646712956877824,151.13953721488795,11.637960015531117,10.369999885559082,-32.113801404002515,19.4491827311692
3522,1303684614862162816,TYC 2050-147-1,244.6657947341994,26.4701622231539,6.765768551781918,148.61753723857015,11.739229312944568,10.4350004196167,-26.338124927782182,19.33852142870566
3536,1208282189943508864,TYC 1487-629-1,230.42927510428535,16.99331936290373,6.032520085004236,166.91337406483183,11.016575899360939,9.914999961853027,-76.27398229687242,19.440636894949083
3536,1184110182720874240,HD 135102,228.24027385146292,15.768971183851946,6.160514097728,163.69186046467414,10.307778163853342,9.28499984741211,-73.09508325291564,19.310352720051114
3579,4394331364394591360,TYC 978-928-1,259.8449783561852,7.76882602977164,6.417692058520948,156.6395760742298,11.050573484537146,9.85099983215332,-45.29175105621822,19.34565601912572
3579,4395120023469458176,TYC 978-717-1,259.5439553574006,8.205208526420062,6.05298254965597,166.08036243022264,10.490271037723371,9.357000350952148,-58.1193193497426,19.820482370730577
3594,1110867315148268288,TYC 4369-783-1,117.80784276703807,72.1776696612889,5.871132455416169,171.55726971152282,11.462284009783183,10.387999534606934,-29.483982873773595,19.29362094799803
3594,1123424322052986624,TYC 4380-523-1,125.03921932044193,73.85527392914526,5.854781951585603,172.14758687571725,9.812788143781926,8.954999923706055,22.981861656773273,19.4941944388175
3605,1457707364776938752,TYC 2547-1131-1,209.69373754498926,32.69522790488649,6.49986254922907,155.55864497790049,11.167912594334792,10.027999877929688,-26.684204222660018,19.34950121541803
3605,1454445972771205888,TYC 2545-380-1,210.72462002126593,31.583031788463177,6.5581304169584405,154.4970679495247,10.747913141048148,9.678999900817871,-24.945181764403248,19.594859557650835
3613,1659224206648668672,TYC 3858-1092-1,209.3445161936131,59.23318943679156,6.353743996424935,158.2959881293698,10.636098061624848,9.670999526977539,-59.451967352824965,19.362849354984004
3613,1658835735446371968,TYC 3857-994-1,204.86488755120698,57.63144020622936,6.215890729746754,161.8194198404414,10.667759086210884,9.62600040435791,-45.45040634058594,19.237005729583426
3631,1307725354454069888,TYC 2070-583-1,251.6679635269929,28.379897710388974,7.086039638157998,142.306234270147,11.168127778491833,9.913999557495117,-45.58149958965511,20.0585757194309
3631,1310618306985605248,TYC 2053-515-1,249.96887498600614,27.67797079981787,6.694124430628716,150.00343848865919,11.496239590646857,10.317999839782715,-27.453490838140553,19.30415820131759
3636,4430570786609098624,HD 140346,235.71495473705488,6.8838933562457125,7.124346114507139,143.0109007640921,6.66703289806296,5.067999839782715,6.947085731894063,19.98787000649944
3636,4428978487612678016,TYC 362-1013-1,234.05282229415295,6.126984507965102,6.9971863097021485,145.79961070936795,10.112471907539176,9.138999938964844,-22.768865074074043,19.58979658765642
3643,1457043500272190848,TYC 2544-51-1,207.79175351244322,31.05157047284705,15.661909713824604,64.14919054220975,9.856790466236497,8.548999786376953,-22.630071494530085,19.595018702340074
3643,1480960936192824576,HIP 69924,214.64942954305283,36.08980094234832,15.26287366506016,65.57540975062439,9.795720233377343,8.593999862670898,-41.2388557127553,19.26383254790475
3650,616603784394820480,TYC 1412-1572-1,149.67885712263404,15.611027653483081,10.670819774485294,96.00138187932566,10.93526313902165,9.538000106811523,42.751976251942516,20.975732334021153
3650,626241416128895616,HIP 48843,149.4399188854854,18.352531407148152,9.94438166555822,100.76039365149703,9.028765683797719,8.076000213623047,-7.549585006379378,19.40817442354164
3677,1309565696401845120,TYC 2071-1285-1,255.26152383628903,29.465364232317704,7.426446434102839,135.41837059367938,9.117199826465818,8.309000015258789,-36.64172981591004,19.361228084994465
3677,1309339540603287552,HD 155316,257.3872808150315,30.705582764950524,7.375300588417374,136.68031327541146,8.093871256920433,7.605000019073486,11.63609873043412,19.070479374138785
3678,851054023174785152,HD 93847,162.77439564199008,56.23760620568223,6.723089530853671,150.1407313556422,7.461127469201806,7.374000072479248,15.45245238354958,19.067040819213595
3678,851062853627545216,TYC 3826-343-1,162.30235141650095,56.25690245926399,6.514049021757091,154.39107085883535,10.424456509206975,9.345000267028809,26.518645115963754,19.41137105484163
3682,1333365999974111104,HD 155579,257.8004425357421,30.95650136477347,12.854608449967845,78.17667204994804,7.978679645171837,7.2170000076293945,-41.05888290498694,19.042258024535975
3682,1309619744269140224,TYC 2071-19-1,255.34259605412169,29.97537936864122,11.708758497709772,85.5413986581792,10.432997257110465,8.946000099182129,-46.60995910261474,20.323544394842987
3696,852963943591795328,HIP 50114,153.46307455527085,55.14881318513472,9.437200930266318,106.35045207110335,10.094271478081556,9.076000213623047,14.106405954144913,19.253438422722937
3696,852233421194271232,TYC 3819-1312-1,156.55974020286382,55.35071258956518,9.275307141073501,108.16325943078239,10.781890408762775,9.574000358581543,-37.2929133991749,19.307622963260147
3702,1461253702093483648,TYC 1995-1101-1,196.4874904206341,28.93791588146878,11.818786599840253,84.80422060133252,9.67620450054666,8.67199993133545,-8.627325110230444,19.323211310561934
3702,1462929460893732736,HD 114254,197.2771649310352,30.243771140498335,11.089744873090272,90.4840294644212,8.137969389346647,7.413000106811523,-3.1318986223872276,19.181217671636922
3710,1665583094709194880,TYC 4167-789-1,200.18495286191387,63.50723396004568,10.537199425017997,95.21732753763396,10.429915042563447,9.192000389099121,-25.965893640210005,19.53501571343427
3710,1664724410487020544,TYC 4174-950-1,207.88524046334015,62.626015964314455,11.379752705766604,88.11088193307265,10.267332859130438,8.958999633789062,-51.926158088366876,19.551775589419933
3714,3825813381010027520,HD 84337,146.1268555725466,-4.657228309456584,6.367685393786071,158.29292678939623,7.731792076488123,7.3480000495910645,9.145785321143256,19.45959838875963
3714,3822980420581278592,HD 85097,147.38372467051076,-3.9067554417675434,6.40623292027366,157.61256636394538,9.500991948600738,8.78499984741211,47.836801933023594,19.190208496863857
3735,847702746093147520,HD 91158,158.1476766877238,51.84510888351932,15.943893136182606,62.828116545321826,8.925696115586714,7.947000026702881,32.26300848338593,19.123893988950197
3735,854075893444774400,TYC 3826-948-1,160.68224031443316,56.54913878254265,15.31602772941131,65.34664564367148,10.471727678995,9.032999992370605,-0.7093246316788431,20.991840376117807
3737,633681776954345472,HIP 47140,144.08414591959883,19.441752820649263,9.519540768695828,105.37243848914338,9.427771321819368,8.479000091552734,15.11194226667449,19.116823970816423
3737,634521357161332864,TYC 1406-779-1,142.96359296666566,19.994900545930502,9.541642964810515,106.37259156060367,9.645610846508523,8.746000289916992,20.952347915943733,19.14642080059021
3744,861431832393384576,HD 94778,164.38071172519577,60.11055069588039,5.8454775318117695,172.3531198186073,8.820442083853923,8.309000015258789,-26.286079619456864,19.067213850183492
3744,854497590513771520,TYC 3829-197-1,161.80599992300102,58.047097511566804,6.062569502625449,166.03076961671735,11.617008705831896,10.494000434875488,0.8623706331243017,19.955615103598582
3772,1672408897253798912,TYC 4170-318-1,204.50264905316686,66.88650244114548,13.03020822625739,76.90489272615615,9.330758183385015,8.331000328063965,4.879745376902309,19.376196541933616
3772,1668282842431808256,HIP 70354,215.9201868491988,65.39565058227187,13.008269393866978,76.96010680924569,9.118078526680783,8.145999908447266,6.28582115287154,19.3791373427889
3794,1474645169604369280,TYC 3025-1150-1,200.29656616352833,37.81351003118955,11.800677782134109,85.00218114988462,8.932116119540286,8.026000022888184,-11.721681298461977,19.307650463737673
3794,1467757416450884352,HD 114400,197.48020984256806,33.721825819978044,11.591911662716646,86.40370864554751,9.399230309706809,8.439000129699707,-16.327717954940024,19.511911239121186
3808,858371754094392448,TYC 3838-52-1,174.19953326793586,59.28350573159541,6.019214225555871,168.07287003331265,11.116493636069757,9.972000122070312,-41.933627126236665,19.35588563911585
3808,858371719734654208,TYC 3838-294-1,174.21556082225388,59.27188571509695,6.01035602046546,167.48261813547882,11.190477165321193,10.0649995803833,-32.422132383654564,19.332291930415114
3837,1314885923930696832,TYC 2597-1484-1,252.59108039743364,34.54038225486047,6.250200815870682,161.03291980245837,11.416575682673074,10.36400032043457,-17.72007317835046,19.829040948787448
