hip,bibcode,nbmes,obsdate,qual,quality,velType,velValue,velValue_prec,remark,remarks,oidref,hipnospace
HIP 108158,2004A&A...418..989N,5.0,,,A,v  ,6.199999809265137,1.0,,,3335810,HIP108158
HIP 108288,2004A&A...418..989N,8.0,,,A,v  ,-17.600000381469727,1.0,,,3387169,HIP108288
HIP 108288,2006AstL...32..759G,,,,A,V  ,-17.3,2.0,,,3387169,HIP108288
HIP 108468,1950ApJ...111..221W,3.0,,,,v  ,2.5999999046325684,1.0,,,1300976,HIP108468
HIP 108468,1953GCRV..C......0W,3.0,,,B,v  ,3.0999999046325684,1.0,,##,1300976,HIP108468
HIP 108468,2004A&A...418..989N,6.0,,,A,v  ,3.5999999046325684,1.0,,,1300976,HIP108468
HIP 108468,2006AstL...32..759G,,,,A,V  ,4.0,2.0,,,1300976,HIP108468
HIP 108473,2014MNRAS.444.3517M,,,D,,V  ,29.9,1.0,,,1399990,HIP108473
HIP 108473,2004A&A...418..989N,13.0,,,A,v  ,29.399999618530273,1.0,,,1399990,HIP108473
HIP 108473,2002ApJS..141..503N,,,,A,V  ,30.7,2.0,,,1399990,HIP108473
HIP 108473,2000VeARI..37....1W,,,,,v  ,24.600000381469727,1.0,,,1399990,HIP108473
HIP 108473,1953GCRV..C......0W,4.0,,,B,v  ,24.600000381469727,1.0,,##,1399990,HIP108473
HIP 108473,1923ApJ....57..149A,4.0,,,,v  ,24.100000381469727,1.0,,,1399990,HIP108473
HIP 108598,2013A&A...552A..64S,,,,A,z  ,35.878,3.0,,,3387880,HIP108598
HIP 108598,2006AstL...32..759G,,,,A,V  ,35.8,2.0,,,3387880,HIP108598
HIP 108598,2004A&A...418..989N,3.0,,,A,v  ,35.29999923706055,1.0,,,3387880,HIP108598
HIP 108736,2013A&A...552A..64S,,,,A,z  ,-26.831,3.0,,,3404396,HIP108736
HIP 108736,2005ApJS..159..141V,,,,B,V  ,-25.6,2.0,,,3404396,HIP108736
HIP 108736,2004A&A...418..989N,4.0,,,A,v  ,-27.100000381469727,1.0,,,3404396,HIP108736
HIP 108736,1965MNRAS.131...95P,2.0,,,,v  ,-20.0,1.0,,,3404396,HIP108736
HIP 109012,2013A&A...552A..64S,,,,A,z  ,-10.606,3.0,,,1190158,HIP109012
HIP 109012,2006AstL...32..759G,,,,A,V  ,-10.5,2.0,,,1190158,HIP109012
HIP 109012,2004A&A...418..989N,6.0,,,A,v  ,-11.0,1.0,,,1190158,HIP109012
HIP 109086,2004A&A...418..989N,2.0,,,D,v  ,-56.599998474121094,1.0,,,1445088,HIP109086
HIP 109086,2007A&A...475..519H,,,,E,V  ,-56.6,2.0,,,1445088,HIP109086
HIP 109110,2002ApJS..141..503N,,,,A,V  ,-13.42,2.0,,,1341765,HIP109110
HIP 109110,2004A&A...418..989N,15.0,,,A,v  ,-8.0,1.0,,,1341765,HIP109110
HIP 109110,2006A&A...460..695T,1.0,,,,v  ,-11.0,1.0,,,1341765,HIP109110
HIP 109110,2007AJ....133.2524W,,,,A,v  ,-11.06,2.0,,,1341765,HIP109110
HIP 109144,2013A&A...552A..64S,,,,A,z  ,-40.85,3.0,,,1380889,HIP109144
HIP 109144,2004A&A...418..989N,3.0,,,A,v  ,-41.400001525878906,1.0,,,1380889,HIP109144
HIP 109144,2002AJ....124.1144L,,,,A,V  ,-40.91,2.0,,,1380889,HIP109144
HIP 109144,2002AJ....124.1144L,13.0,,,A,v  ,-40.970001220703125,2.0,,,1380889,HIP109144
HIP 109144,1953GCRV..C......0W,3.0,,,B,v  ,-42.400001525878906,1.0,,##,1380889,HIP109144
HIP 109144,1947ApJ...105...96J,3.0,,,,v  ,-43.0,1.0,,,1380889,HIP109144
HIP 109207,2004A&A...418..989N,3.0,,,A,v  ,-55.20000076293945,1.0,,,1218030,HIP109207
HIP 109207,2006AstL...32..759G,,,,A,V  ,-54.7,2.0,,,1218030,HIP109207
HIP 109214,2013A&A...552A..64S,,,,A,z  ,26.297,3.0,,,3336245,HIP109214
HIP 109214,2005ApJS..159..141V,,,,A,V  ,27.4,2.0,,,3336245,HIP109214
HIP 109214,2004A&A...418..989N,5.0,,,A,v  ,25.799999237060547,1.0,,,3336245,HIP109214
HIP 109266,2004A&A...418..989N,2.0,,,A,v  ,-79.4000015258789,1.0,,,3370077,HIP109266
HIP 109266,2006AstL...32..759G,,,,A,V  ,-79.2,2.0,,,3370077,HIP109266
HIP 109378,2014MNRAS.444.3517M,,,D,,V  ,-20.7,1.0,,,1322620,HIP109378
HIP 109378,2013A&A...552A..64S,,,,A,z  ,-20.771,3.0,,,1322620,HIP109378
HIP 109378,2013A&A...554A..84M,,,,A,V  ,-21.38,2.0,,,1322620,HIP109378
HIP 109378,2010A&A...521A..12M,,,D,,V  ,-19.35,2.0,,,1322620,HIP109378
HIP 109378,2005PASJ...57...13T,,,,,v  ,-24.1,1.0,,,1322620,HIP109378
HIP 109378,2002ApJS..141..503N,,,,A,V  ,-21.08,2.0,,,1322620,HIP109378
HIP 109378,1953GCRV..C......0W,4.0,,,B,v  ,-24.100000381469727,1.0,,##,1322620,HIP109378
HIP 109378,1929ApJ....70..207A,4.0,,,,v  ,-23.600000381469727,1.0,,,1322620,HIP109378
HIP 109381,2013A&A...552A..64S,,,,A,z  ,4.173,3.0,,,1145716,HIP109381
HIP 109381,2006AstL...32..759G,,,,A,V  ,4.1,2.0,,,1145716,HIP109381
HIP 109381,2004A&A...418..989N,5.0,,,A,v  ,3.5999999046325684,1.0,,,1145716,HIP109381
HIP 109381,1957MNRAS.117..534E,6.0,,,,v  ,8.0,1.0,,,1145716,HIP109381
HIP 109450,2007A&A...465..271R,,,,A,v  ,-73.5,1.0,,,1470844,HIP109450
HIP 109450,1950ApJ...112...48M,2.0,,,,v  ,-72.0,1.0,,,1470844,HIP109450
HIP 109450,1953GCRV..C......0W,2.0,,,C,v  ,-72.0,0.0,,##,1470844,HIP109450
HIP 109450,2004A&A...418..989N,2.0,,,A,v  ,-73.5,1.0,,,1470844,HIP109450
HIP 109450,2006AstL...32..759G,,,,A,V  ,-73.2,2.0,,,1470844,HIP109450
HIP 109650,2004A&A...418..989N,4.0,,,A,v  ,-1.600000023841858,1.0,,,1381771,HIP109650
HIP 109650,2006AstL...32..759G,,,,A,V  ,-1.2,2.0,,,1381771,HIP109650
HIP 109795,2004A&A...418..989N,2.0,,,A,v  ,-52.70000076293945,1.0,,,1145472,HIP109795
HIP 109795,2006AstL...32..759G,,,,A,V  ,-52.4,2.0,,,1145472,HIP109795
HIP 109821,2013A&A...552A..64S,,,,A,z  ,-19.059,3.0,,,1145490,HIP109821
HIP 109821,2005ApJS..159..141V,,,,A,V  ,-18.5,2.0,,,1145490,HIP109821
HIP 109821,2004A&A...418..989N,6.0,,,A,v  ,-19.399999618530273,1.0,,,1145490,HIP109821
HIP 109821,1965MNRAS.131...95P,1.0,,,,v  ,-16.799999237060547,1.0,,,1145490,HIP109821
HIP 109821,1959MNRAS.119..638E,4.0,,,,v  ,-19.799999237060547,1.0,,,1145490,HIP109821
HIP 109821,1953GCRV..C......0W,3.0,,,C,v  ,-18.0,0.0,,##,1145490,HIP109821
HIP 109821,1929ApJ....70..207A,3.0,,,,v  ,-18.899999618530273,1.0,,,1145490,HIP109821
HIP 110028,2013A&A...552A..64S,,,,A,z  ,-17.751,3.0,,,1218790,HIP110028
HIP 110028,2006AstL...32..759G,,,,A,V  ,-17.8,2.0,,,1218790,HIP110028
HIP 110028,2004A&A...418..989N,3.0,,,A,v  ,-18.200000762939453,1.0,,,1218790,HIP110028
HIP 110035,1914ApJ....39..341.,3.0,,,,v  ,-31.0,1.0,,,1445339,HIP110035
HIP 110035,1953GCRV..C......0W,3.0,,,B,v  ,-29.899999618530273,1.0,,##,1445339,HIP110035
HIP 110035,1969AJ.....74..908A,10.0,,,,v  ,-27.200000762939453,1.0,,,1445339,HIP110035
HIP 110035,2004A&A...418..989N,3.0,,,A,v  ,-25.5,1.0,,,1445339,HIP110035
HIP 110035,2006AstL...32..759G,,,,A,V  ,-25.3,2.0,,,1445339,HIP110035
HIP 110084,2013A&A...552A..64S,,,,A,z  ,-77.505,3.0,,,1205476,HIP110084
HIP 110084,2006AstL...32..759G,,,,A,V  ,-77.3,2.0,,,1205476,HIP110084
HIP 110084,2004A&A...418..989N,6.0,,,A,v  ,-77.80000305175781,1.0,,,1205476,HIP110084
HIP 110102,2004A&A...418..989N,2.0,,,B,v  ,34.599998474121094,1.0,,,3351418,HIP110102
HIP 110102,2006AstL...32..759G,,,,B,V  ,34.9,2.0,,,3351418,HIP110102
HIP 110109,2007A&A...465..271R,,,,A,v  ,-13.0,1.0,,,3387906,HIP110109
HIP 110109,1913LicOB...7..113C,1.0,,,,v  ,-14.0,1.0,,,3387906,HIP110109
HIP 110109,1928PLicO..16....1C,4.0,,,,v  ,-13.899999618530273,1.0,,,3387906,HIP110109
HIP 110109,1953GCRV..C......0W,4.0,,,B,v  ,-13.899999618530273,1.0,,##,3387906,HIP110109
HIP 110109,1957MNRAS.117..534E,5.0,,,,v  ,-13.199999809265137,1.0,,,3387906,HIP110109
HIP 110109,2004A&A...418..989N,5.0,,,A,v  ,-13.0,1.0,,,3387906,HIP110109
HIP 110109,2004A&A...420..183A,,,,C,v  ,-13.5,1.0,,,3387906,HIP110109
HIP 110109,2010A&A...521A..12M,,,D,,V  ,-12.62,2.0,,,3387906,HIP110109
HIP 110109,2010A&A...521A..12M,,,,A,V  ,-12.68,2.0,,,3387906,HIP110109
HIP 110341,17AJ....153...7521K,1.0,54600.816,A,A,v  ,8.4,2.0,,,1419642,HIP110341
HIP 110341,2006AstL...32..759G,,,,A,V  ,7.8,2.0,,,1419642,HIP110341
HIP 110341,2004A&A...418..989N,2.0,,,A,v  ,8.199999809265137,1.0,,,1419642,HIP110341
HIP 110341,1953GCRV..C......0W,6.0,,,B,v  ,9.699999809265137,1.0,,##,1419642,HIP110341
HIP 110341,1933PDAO....6..149H,6.0,,,,v  ,8.699999809265137,1.0,,,1419642,HIP110341
HIP 110454,2013A&A...552A..64S,,,,A,z  ,-29.267,3.0,,,1292922,HIP110454
HIP 110454,2006AstL...32..759G,,,,A,V  ,-29.4,2.0,,,1292922,HIP110454
HIP 110454,2004A&A...418..989N,6.0,,,A,v  ,-29.700000762939453,1.0,,,1292922,HIP110454
HIP 110468,1959MNRAS.119..638E,4.0,,,,v  ,-0.4000000059604645,1.0,,,3388362,HIP110468
HIP 110468,2004A&A...418..989N,2.0,,,A,v  ,-0.8999999761581421,1.0,,,3388362,HIP110468
HIP 110468,2006AstL...32..759G,,,,A,V  ,-0.4,2.0,,,3388362,HIP110468
HIP 110512,2013A&A...552A..64S,,,,A,z  ,5.61,3.0,,,1253235,HIP110512
HIP 110512,2006AstL...32..759G,,,,A,V  ,5.6,2.0,,,1253235,HIP110512
HIP 110512,2004A&A...418..989N,4.0,,,A,v  ,5.300000190734863,1.0,,,1253235,HIP110512
HIP 110712,1964RGOB...85..207E,4.0,,,,v  ,13.699999809265137,1.0,,,3320569,HIP110712
HIP 110712,2004A&A...418..989N,6.0,,,A,v  ,13.199999809265137,1.0,,,3320569,HIP110712
HIP 110712,2006AstL...32..759G,,,,A,V  ,15.0,2.0,,,3320569,HIP110712
HIP 110843,17AJ....153...7521K,1.0,55052.667,A,A,v  ,6.2,2.0,,,3388392,HIP110843
HIP 110843,2005ApJS..159..141V,,,,B,V  ,5.9,2.0,,,3388392,HIP110843
HIP 110843,2004A&A...418..989N,4.0,,,A,v  ,4.900000095367432,1.0,,,3388392,HIP110843
HIP 110843,1963MNRAS.126..381K,2.0,,,,v  ,-7.300000190734863,1.0,,,3388392,HIP110843
HIP 111274,2014MNRAS.444.3517M,,,D,,V  ,-21.4,1.0,,,1342462,HIP111274
HIP 111274,2013A&A...552A..64S,,,,A,z  ,-21.46,3.0,,,1342462,HIP111274
HIP 111274,2004A&A...418..989N,5.0,,,A,v  ,-21.700000762939453,1.0,,,1342462,HIP111274
HIP 111274,2002ApJS..141..503N,,,,A,V  ,-21.52,2.0,,,1342462,HIP111274
HIP 111312,2013A&A...552A..64S,,,,A,z  ,31.137,3.0,,,1293180,HIP111312
HIP 111312,2006AstL...32..759G,,,,A,V  ,31.0,2.0,,,1293180,HIP111312
HIP 111312,2004A&A...418..989N,6.0,,,A,v  ,30.5,1.0,,,1293180,HIP111312
HIP 111517,2013A&A...552A..64S,,,,A,z  ,-11.799,3.0,,,1411128,HIP111517
HIP 111517,2007A&A...465..271R,,,,A,v  ,-12.2,1.0,,,1411128,HIP111517
HIP 111517,2004A&A...418..989N,5.0,,,A,v  ,-12.199999809265137,1.0,,,1411128,HIP111517
HIP 111517,2002AJ....124.1144L,,,,A,V  ,-11.73,2.0,,,1411128,HIP111517
HIP 111517,2002AJ....124.1144L,15.0,,,A,v  ,-11.729999542236328,2.0,,,1411128,HIP111517
HIP 111517,1953GCRV..C......0W,4.0,,,B,v  ,-6.900000095367432,1.0,,##,1411128,HIP111517
HIP 111517,1923ApJ....57..149A,4.0,,,,v  ,-7.400000095367432,1.0,,,1411128,HIP111517
HIP 111565,2013A&A...552A..64S,,,,A,z  ,67.555,3.0,,,3370736,HIP111565
HIP 111565,2006AstL...32..759G,,,,A,V  ,67.3,2.0,,,3370736,HIP111565
HIP 111565,2004A&A...418..989N,5.0,,,A,v  ,66.9000015258789,1.0,,,3370736,HIP111565
HIP 111565,1964RGOB...85..207E,4.0,,,,v  ,66.9000015258789,1.0,,,3370736,HIP111565
HIP 111648,2013A&A...552A..64S,,,,A,z  ,78.268,3.0,,,3355617,HIP111648
HIP 111648,2006AstL...32..759G,,,,A,V  ,78.2,2.0,,,3355617,HIP111648
HIP 111648,2004A&A...418..989N,5.0,,,A,v  ,77.69999694824219,1.0,,,3355617,HIP111648
HIP 111746,2013A&A...552A..64S,,,,A,z  ,46.273,3.0,,,1234235,HIP111746
HIP 111746,2006AstL...32..759G,,,,A,V  ,46.3,2.0,,,1234235,HIP111746
HIP 111746,2004A&A...418..989N,5.0,,,A,v  ,45.900001525878906,1.0,,,1234235,HIP111746
HIP 111746,1957MNRAS.117..534E,5.0,,,,v  ,46.29999923706055,1.0,,,1234235,HIP111746
HIP 111978,1957MNRAS.117..534E,5.0,,,,v  ,-21.0,1.0,,,1219974,HIP111978
HIP 111978,2004A&A...418..989N,2.0,,,A,v  ,-20.0,1.0,,,1219974,HIP111978
HIP 111978,2005ApJS..159..141V,,,,B,V  ,-19.3,2.0,,,1219974,HIP111978
HIP 112151,1995A&AS..110..177D,5.0,,,,v  ,-10.0,0.0,,,1383744,HIP112151
HIP 112151,2006AstL...32..759G,,,,B,V  ,-8.9,2.0,,,1383744,HIP112151
HIP 112151,2008AJ....135..209M,2.0,,,A,v  ,-7.8,2.0,,,1383744,HIP112151
HIP 112201,2013A&A...552A..64S,,,,A,z  ,-12.95,3.0,,,3336939,HIP112201
HIP 112201,2006AstL...32..759G,,,,A,V  ,-12.8,2.0,,,3336939,HIP112201
HIP 112201,2004A&A...418..989N,3.0,,,A,v  ,-13.300000190734863,1.0,,,3336939,HIP112201
HIP 112243,2004A&A...418..989N,2.0,,,A,v  ,-11.399999618530273,1.0,,,1234787,HIP112243
HIP 112243,2006AstL...32..759G,,,,A,V  ,-11.0,2.0,,,1234787,HIP112243
HIP 113044,2007A&A...465..271R,,,,A,v  ,-1.1,1.0,,,3371438,HIP113044
HIP 113044,1961RGOB...48..389E,4.0,,,,v  ,-1.0,1.0,,,3371438,HIP113044
HIP 113044,2004A&A...418..989N,3.0,,,A,v  ,-1.100000023841858,1.0,,,3371438,HIP113044
HIP 113044,2005ApJS..159..141V,,,,A,V  ,-1.1,2.0,,,3371438,HIP113044
HIP 113113,2013A&A...552A..64S,,,,A,z  ,-0.45,3.0,,,3321661,HIP113113
HIP 113113,2006AstL...32..759G,,,,A,V  ,-0.5,2.0,,,3321661,HIP113113
HIP 113113,2004A&A...418..989N,7.0,,,A,v  ,-0.8999999761581421,1.0,,,3321661,HIP113113
HIP 113137,1958MNRAS.118..609B,4.0,,,,v  ,-3.0,1.0,,,3321327,HIP113137
HIP 113137,1964RGOB...85..207E,4.0,,,,v  ,-1.0,1.0,,,3321327,HIP113137
HIP 113137,1999VeARI..35....1W,,,,,v  ,-3.0,1.0,,,3321327,HIP113137
HIP 113137,2004A&A...418..989N,2.0,,,A,v  ,-2.700000047683716,1.0,,,3321327,HIP113137
HIP 113137,2005ApJS..159..141V,,,,B,V  ,-4.0,2.0,,,3321327,HIP113137
HIP 113174,1945PDDO....1..311Y,5.0,,,,v  ,-28.0,1.0,,,1542400,HIP113174
HIP 113174,1953GCRV..C......0W,5.0,,,B,v  ,-27.5,1.0,,##,1542400,HIP113174
HIP 113174,1995A&AS..110..177D,4.0,,,,v  ,-30.0,0.0,,,1542400,HIP113174
HIP 113174,1999VeARI..35....1W,,,,,v  ,-27.5,1.0,,,1542400,HIP113174
HIP 113174,2004A&A...418..989N,10.0,,,A,v  ,-28.600000381469727,1.0,,,1542400,HIP113174
HIP 113174,2006AstL...32..759G,,,,A,V  ,-28.7,2.0,,,1542400,HIP113174
HIP 113357,2014MNRAS.444.3517M,,,D,,V  ,-33.1,1.0,,,1472090,HIP113357
HIP 113357,2013A&A...554A..84M,,,,A,V  ,-33.71,2.0,,,1472090,HIP113357
HIP 113357,2011ApJ...736...87K,,,A,A,v  ,-33.1,1.0,,,1472090,HIP113357
HIP 113357,2010A&A...521A..12M,,,D,,V  ,-31.32,2.0,,,1472090,HIP113357
HIP 113357,2005PASJ...57...13T,,,,,v  ,-31.2,1.0,,,1472090,HIP113357
HIP 113357,2004A&A...418..989N,26.0,,,A,v  ,-33.70000076293945,1.0,,,1472090,HIP113357
HIP 113357,2002ApJS..141..503N,,,,A,V  ,-33.02,2.0,,,1472090,HIP113357
HIP 113357,1953GCRV..C......0W,9.0,,,B,v  ,-31.200000762939453,1.0,,##,1472090,HIP113357
HIP 113357,1923ApJ....57..149A,3.0,,,,v  ,-32.79999923706055,1.0,,,1472090,HIP113357
HIP 113357,1921PDAO....2....1P,6.0,,,,v  ,-31.600000381469727,1.0,,,1472090,HIP113357
HIP 113386,2013A&A...554A..84M,,,,A,V  ,0.0,2.0,,,1254507,HIP113386
HIP 113386,2002ApJS..141..503N,,,,A,V  ,0.41,2.0,,,1254507,HIP113386
HIP 113386,2004A&A...418..989N,3.0,,,A,v  ,0.0,1.0,,,1254507,HIP113386
HIP 113421,2014MNRAS.444.3517M,,,D,,V  ,-13.3,1.0,,,1365180,HIP113421
HIP 113421,2013A&A...554A..84M,,,,A,V  ,-13.72,2.0,,,1365180,HIP113421
HIP 113421,2005PASJ...57...13T,,,,,v  ,-12.1,1.0,,,1365180,HIP113421
HIP 113421,2004A&A...418..989N,2.0,,,A,v  ,-14.0,1.0,,,1365180,HIP113421
HIP 113421,2002ApJS..141..503N,,,,A,V  ,-13.4,2.0,,,1365180,HIP113421
HIP 113421,1972MNRAS.155..449G,5.0,,,,v  ,-12.100000381469727,1.0,,,1365180,HIP113421
HIP 113454,2004A&A...418..989N,5.0,,,A,v  ,-19.0,1.0,,,3371773,HIP113454
HIP 113454,2006AstL...32..759G,,,,A,V  ,-18.6,2.0,,,3371773,HIP113454
HIP 113543,1950ApJ...112...48M,2.0,,,,v  ,52.0,1.0,,,1293799,HIP113543
HIP 113543,1953GCRV..C......0W,2.0,,,C,v  ,52.0,0.0,,##,1293799,HIP113543
HIP 113543,2004A&A...418..989N,10.0,,,A,v  ,54.20000076293945,1.0,,,1293799,HIP113543
HIP 113543,2006AstL...32..759G,,,,A,V  ,54.5,2.0,,,1293799,HIP113543
HIP 113677,17AJ....153...7521K,1.0,53611.622,A,A,v  ,0.35,2.0,,,1235234,HIP113677
HIP 113677,2006AstL...32..759G,,,,A,V  ,0.5,2.0,,,1235234,HIP113677
HIP 113677,2004A&A...418..989N,2.0,,,A,v  ,0.0,1.0,,,1235234,HIP113677
HIP 113688,1950ApJ...112...48M,2.0,,,,v  ,-2.0,1.0,,,1471799,HIP113688
HIP 113688,1953GCRV..C......0W,2.0,,,C,v  ,-2.0,0.0,,##,1471799,HIP113688
HIP 113688,2000VeARI..37....1W,,,,,v  ,-2.0,1.0,,,1471799,HIP113688
HIP 113688,2004A&A...418..989N,2.0,,,A,v  ,3.5999999046325684,1.0,,,1471799,HIP113688
HIP 113688,2006AstL...32..759G,,,,A,V  ,4.0,2.0,,,1471799,HIP113688
HIP 113777,2004A&A...418..989N,2.0,,,A,v  ,-1.5,1.0,,,3356443,HIP113777
HIP 113777,2006AstL...32..759G,,,,A,V  ,-1.0,2.0,,,3356443,HIP113777
HIP 114040,2004A&A...418..989N,2.0,,,C,v  ,-23.799999237060547,1.0,,,3356490,HIP114040
HIP 114040,2006AstL...32..759G,,,,C,V  ,-23.3,2.0,,,3356490,HIP114040
HIP 114333,17AJ....153...7521K,1.0,54009.496,A,A,v  ,19.63,2.0,,,3322204,HIP114333
HIP 114333,2006AstL...32..759G,,,,A,V  ,19.8,2.0,,,3322204,HIP114333
HIP 114333,2004A&A...418..989N,2.0,,,A,v  ,19.399999618530273,1.0,,,3322204,HIP114333
HIP 114450,2002AJ....124.1144L,11.0,,,A,v  ,-26.09000015258789,2.0,,,1460191,HIP114450
HIP 114450,2002AJ....124.1144L,,,,A,V  ,-26.09,2.0,,,1460191,HIP114450
HIP 114450,2004A&A...418..989N,3.0,,,A,v  ,-26.399999618530273,1.0,,,1460191,HIP114450
HIP 114460,2004A&A...418..989N,9.0,,,A,v  ,54.400001525878906,1.0,,,3305915,HIP114460
HIP 114460,2006AstL...32..759G,,,,A,V  ,54.9,2.0,,,3305915,HIP114460
HIP 114576,2004A&A...418..989N,5.0,,,B,v  ,34.900001525878906,1.0,,,1384758,HIP114576
HIP 114576,2004A&A...424..727P,,,,A,V  ,34.5,2.0,,,1384758,HIP114576
HIP 114584,2004A&A...418..989N,3.0,,,A,v  ,-5.0,1.0,,,1285010,HIP114584
HIP 114584,2006AstL...32..759G,,,,A,V  ,-4.7,2.0,,,1285010,HIP114584
HIP 114590,2004A&A...418..989N,2.0,,,A,v  ,4.300000190734863,1.0,,,3338150,HIP114590
HIP 114590,2006AstL...32..759G,,,,A,V  ,4.7,2.0,,,3338150,HIP114590
HIP 114590,2011A&A...531A...8J,,,,B,v  ,4.5,1.0,,,3338150,HIP114590
HIP 114615,17AJ....153...7521K,1.0,53611.622,A,A,v  ,1.48,2.0,,,1221715,HIP114615
HIP 114615,2013A&A...552A..64S,,,,A,z  ,1.096,3.0,,,1221715,HIP114615
HIP 114615,2006AstL...32..759G,,,,A,V  ,1.1,2.0,,,1221715,HIP114615
HIP 114615,2004A&A...418..989N,4.0,,,A,v  ,0.699999988079071,1.0,,,1221715,HIP114615
HIP 114702,1923ApJ....57..149A,4.0,,,,v  ,-32.29999923706055,1.0,,,1324642,HIP114702
HIP 114702,1953GCRV..C......0W,4.0,,,B,v  ,-31.799999237060547,1.0,,##,1324642,HIP114702
HIP 114702,1959AJ.....64..219S,1.0,,,,v  ,-29.399999618530273,1.0,,,1324642,HIP114702
HIP 114702,1969AJ.....74..908A,10.0,,,,v  ,-30.0,1.0,,,1324642,HIP114702
HIP 114702,2002A&A...382..118T,,,,,v  ,-29.920000076293945,2.0,,V,1324642,HIP114702
HIP 114702,2002A&A...382..118T,,,,,v  ,-30.829999923706055,2.0,,V,1324642,HIP114702
HIP 114702,2002A&A...382..118T,,,,,v  ,-30.579999923706055,2.0,,V,1324642,HIP114702
HIP 114702,2004A&A...418..989N,15.0,,,A,v  ,-30.299999237060547,1.0,,,1324642,HIP114702
HIP 114702,2006AstL...32..759G,,,,A,V  ,-30.2,2.0,,,1324642,HIP114702
HIP 114709,2013A&A...552A..64S,,,,A,z  ,-11.799,3.0,,,3338160,HIP114709
HIP 114709,2006AstL...32..759G,,,,A,V  ,-11.5,2.0,,,3338160,HIP114709
HIP 114709,2004A&A...418..989N,3.0,,,A,v  ,-11.699999809265137,1.0,,,3338160,HIP114709
HIP 114743,1964RGOB...85..207E,4.0,,,,v  ,51.20000076293945,1.0,,,1168448,HIP114743
HIP 114743,2004A&A...418..989N,2.0,,,A,v  ,53.0,1.0,,,1168448,HIP114743
HIP 114743,2006AstL...32..759G,,,,A,V  ,53.4,2.0,,,1168448,HIP114743
HIP 114761,2000AJ....119.2866B,,,,,v  ,28.0,0.0,,,3338344,HIP114761
HIP 114761,2004A&A...418..989N,5.0,,,A,v  ,24.299999237060547,1.0,,,3338344,HIP114761
HIP 114761,2006AstL...32..759G,,,,A,V  ,24.0,2.0,,,3338344,HIP114761
HIP 114962,2002A&A...382..118T,,,,,v  ,13.529999732971191,2.0,,V,1302997,HIP114962
HIP 114962,2002A&A...382..118T,,,,,v  ,13.720000267028809,2.0,,V,1302997,HIP114962
HIP 114962,2002A&A...382..118T,,,,,v  ,14.319999694824219,2.0,,V,1302997,HIP114962
HIP 114962,2002AJ....124.1144L,,,,A,V  ,13.09,2.0,,,1302997,HIP114962
HIP 114962,2002AJ....124.1144L,28.0,,,A,v  ,13.09000015258789,2.0,,,1302997,HIP114962
HIP 114962,2004A&A...418..989N,52.0,,,A,v  ,13.300000190734863,1.0,,,1302997,HIP114962
HIP 114962,2011ApJ...743..140B,,,D,,V  ,10.1,1.0,,,1302997,HIP114962
HIP 114962,2007A&A...465..271R,,,,A,v  ,13.3,1.0,,,1302997,HIP114962
HIP 114962,2014AJ....147..136R,,,D,,V  ,12.6,1.0,,,1302997,HIP114962
HIP 114962,1923ApJ....57..149A,4.0,,,,v  ,5.400000095367432,1.0,,,1302997,HIP114962
HIP 114962,1944ApJ....99..271M,2.0,,,,v  ,23.0,1.0,,,1302997,HIP114962
HIP 114962,1950ApJ...111..221W,8.0,,,,v  ,8.0,1.0,,,1302997,HIP114962
HIP 114962,1953GCRV..C......0W,10.0,,,B,v  ,10.100000381469727,1.0,,##,1302997,HIP114962
HIP 114962,1965MNRAS.129...63P,1.0,,,,v  ,1.5,1.0,,,1302997,HIP114962
HIP 114962,2002A&A...382..118T,,,,,v  ,13.8100004196167,2.0,,V,1302997,HIP114962
HIP 114962,2002A&A...382..118T,,,,,v  ,12.779999732971191,2.0,,V,1302997,HIP114962
HIP 114962,2002A&A...382..118T,,,,,v  ,14.140000343322754,2.0,,V,1302997,HIP114962
HIP 114962,2002A&A...382..118T,,,,,v  ,13.960000038146973,2.0,,V,1302997,HIP114962
HIP 115286,2013A&A...552A..64S,,,,A,z  ,46.289,3.0,,,1294295,HIP115286
HIP 115286,2006AstL...32..759G,,,,A,V  ,46.1,2.0,,,1294295,HIP115286
HIP 115286,2004A&A...418..989N,5.0,,,A,v  ,45.70000076293945,1.0,,,1294295,HIP115286
HIP 115411,2013A&A...552A..64S,,,,A,z  ,34.141,3.0,,,1285441,HIP115411
HIP 115411,2006AstL...32..759G,,,,A,V  ,34.3,2.0,,,1285441,HIP115411
HIP 115411,2004A&A...418..989N,6.0,,,A,v  ,33.79999923706055,1.0,,,1285441,HIP115411
HIP 115577,2013A&A...552A..64S,,,,A,z  ,23.277,3.0,,,3322888,HIP115577
HIP 115577,2005ApJS..159..141V,,,,A,V  ,23.9,2.0,,,3322888,HIP115577
HIP 115577,2004A&A...418..989N,7.0,,,A,v  ,22.700000762939453,1.0,,,3322888,HIP115577
HIP 115662,2004A&A...418..989N,5.0,,,A,v  ,11.800000190734863,1.0,,,1285463,HIP115662
HIP 115662,2006AstL...32..759G,,,,A,V  ,12.1,2.0,,,1285463,HIP115662
HIP 115792,2004A&A...418..989N,3.0,,,A,v  ,21.899999618530273,1.0,,,3306690,HIP115792
HIP 115792,2006AstL...32..759G,,,,A,V  ,21.9,2.0,,,3306690,HIP115792
