hip,bibcode,nbmes,obsdate,qual,quality,velType,velValue,velValue_prec,remark,remarks,oidref,hipnospace
HIP  58843,2002AJ....124.1144L,10.0,,,A,v  ,9.479999542236328,2.0,,,1886362,HIP58843
HIP  58843,2002AJ....124.1144L,,,,A,V  ,10.09,2.0,,,1886362,HIP58843
HIP  58843,2004A&A...418..989N,9.0,,,A,v  ,9.800000190734863,1.0,,,1886362,HIP58843
HIP  58950,2013A&A...552A..64S,,,,A,z  ,10.901,3.0,,,1900054,HIP58950
HIP  58950,2006AstL...32..759G,,,,A,V  ,10.7,2.0,,,1900054,HIP58950
HIP  58950,2004A&A...418..989N,6.0,,,A,v  ,10.5,1.0,,,1900054,HIP58950
HIP  58950,1979IAUS...30...57E,7.0,,,B,v  ,7.199999809265137,1.0,,##,1900054,HIP58950
HIP  58950,1966RGOB..110..185E,4.0,,,,v  ,9.0,1.0,,,1900054,HIP58950
HIP  58950,1965MNRAS.131...95P,3.0,,,,v  ,4.699999809265137,1.0,,,1900054,HIP58950
HIP  58962,2012ApJ...753...64I,,,,,V  ,120.9,1.0,,,1899758,HIP58962
HIP  58962,1979IAUS...30...57E,3.0,,,C,v  ,121.0,0.0,,##,1899758,HIP58962
HIP  58962,1984AJ.....89.1897S,,,,,v  ,132.0,0.0,,,1899758,HIP58962
HIP  58962,2004A&A...418..989N,4.0,,,A,v  ,121.5999984741211,1.0,,,1899758,HIP58962
HIP  58962,2011A&A...526A.112S,,,,A,V  ,121.5,2.0,,,1899758,HIP58962
HIP  59021,2002ApJS..141..503N,,,,A,V  ,31.92,2.0,,,1900448,HIP59021
HIP  59021,2004A&A...418..989N,6.0,,,C,v  ,30.0,1.0,,,1900448,HIP59021
HIP  59380,2004A&A...418..989N,4.0,,,A,v  ,13.699999809265137,1.0,,,3282403,HIP59380
HIP  59380,2006AstL...32..759G,,,,A,V  ,13.8,2.0,,,3282403,HIP59380
HIP  59380,2011A&A...531A...8J,,,,B,v  ,13.4,1.0,,,3282403,HIP59380
HIP  59490,1940PASP...52..401P,,,,,v  ,94.69999694824219,1.0,,,1911581,HIP59490
HIP  59490,1942ApJ....95..307P,2.0,,,,v  ,97.0,1.0,,,1911581,HIP59490
HIP  59490,1953GCRV..C......0W,2.0,,,C,v  ,95.0,0.0,,##,1911581,HIP59490
HIP  59490,2002AJ....124.1144L,9.0,,,A,v  ,99.36000061035156,2.0,,,1911581,HIP59490
HIP  59490,2002AJ....124.1144L,,,,A,V  ,99.36,2.0,,,1911581,HIP59490
HIP  59490,2004A&A...418..989N,5.0,,,A,v  ,99.69999694824219,1.0,,,1911581,HIP59490
HIP  59490,2011ApJ...743..140B,,,D,,V  ,95.0,1.0,,,1911581,HIP59490
HIP  59532,2002AJ....124.1144L,10.0,,,A,v  ,14.140000343322754,2.0,,,1917323,HIP59532
HIP  59532,2002AJ....124.1144L,,,,A,V  ,14.55,2.0,,,1917323,HIP59532
HIP  59532,2004A&A...418..989N,12.0,,,A,v  ,14.100000381469727,1.0,,,1917323,HIP59532
HIP  59639,17AJ....153...7521K,1.0,55277.699,A,A,v  ,72.38,2.0,,,3287982,HIP59639
HIP  59639,2011A&A...531A...8J,,,,B,v  ,72.8,1.0,,,3287982,HIP59639
HIP  59639,2006AstL...32..759G,,,,A,V  ,73.0,2.0,,,3287982,HIP59639
HIP  59639,2004A&A...418..989N,3.0,,,A,v  ,72.5999984741211,1.0,,,3287982,HIP59639
HIP  59696,2013A&A...552A..64S,,,,A,z  ,30.789,3.0,,,1921585,HIP59696
HIP  59696,2006AstL...32..759G,,,,A,V  ,30.8,2.0,,,1921585,HIP59696
HIP  59696,2004A&A...418..989N,4.0,,,A,v  ,30.399999618530273,1.0,,,1921585,HIP59696
HIP  59696,2000AJ....119.2866B,,,,,v  ,59.0,0.0,,,1921585,HIP59696
HIP  59699,2000AJ....119.2866B,,,,,v  ,72.0,0.0,,,1922715,HIP59699
HIP  59699,2004A&A...418..989N,42.0,,,B,v  ,70.30000305175781,1.0,,,1922715,HIP59699
HIP  59699,2006AstL...32..759G,,,,B,V  ,70.4,2.0,,,1922715,HIP59699
HIP  60019,2007A&A...465..271R,,,,A,v  ,-8.2,1.0,,,1919300,HIP60019
HIP  60019,2004A&A...418..989N,4.0,,,A,v  ,-8.199999809265137,1.0,,,1919300,HIP60019
HIP  60019,2006AstL...32..759G,,,,A,V  ,-8.2,2.0,,,1919300,HIP60019
HIP  60288,2004A&A...418..989N,3.0,,,A,v  ,69.5,1.0,,,3297287,HIP60288
HIP  60288,2006AstL...32..759G,,,,A,V  ,69.6,2.0,,,3297287,HIP60288
HIP  60462,2004A&A...418..989N,2.0,,,A,v  ,54.900001525878906,1.0,,,1947335,HIP60462
HIP  60462,2006AstL...32..759G,,,,A,V  ,55.3,2.0,,,1947335,HIP60462
HIP  60462,2011A&A...531A...8J,,,,B,v  ,55.9,1.0,,,1947335,HIP60462
HIP  60574,1950ApJ...111..221W,7.0,,,,v  ,47.0,1.0,,V,1943864,HIP60574
HIP  60574,1953GCRV..C......0W,7.0,,,C,v  ,47.0,0.0,,##,1943864,HIP60574
HIP  60574,2004A&A...418..989N,32.0,,,C,v  ,60.400001525878906,1.0,,,1943864,HIP60574
HIP  60574,2007A&A...475..519H,,,,C,V  ,60.4,2.0,,,1943864,HIP60574
HIP  60632,1940PASP...52..401P,,,,,v  ,159.8000030517578,1.0,,,1940738,HIP60632
HIP  60632,1942ApJ....95..307P,2.0,,,,v  ,159.0,1.0,,,1940738,HIP60632
HIP  60632,1953GCRV..C......0W,2.0,,,C,v  ,159.0,0.0,,##,1940738,HIP60632
HIP  60632,1972AJ.....77..590C,6.0,,,,v  ,157.8000030517578,1.0,,,1940738,HIP60632
HIP  60632,2002AJ....124.1144L,,,,A,V  ,154.58,2.0,,,1940738,HIP60632
HIP  60632,2002AJ....124.1144L,13.0,,,A,v  ,154.5800018310547,2.0,,,1940738,HIP60632
HIP  60632,2004A&A...418..989N,5.0,,,A,v  ,154.5,1.0,,,1940738,HIP60632
HIP  60632,2011ApJ...743..140B,,,D,,V  ,159.0,1.0,,,1940738,HIP60632
HIP  60729,17AJ....153...7521K,1.0,54229.529,B,B,v  ,31.28,2.0,,,3308308,HIP60729
HIP  60729,2013A&A...552A..64S,,,,A,z  ,30.637,3.0,,,3308308,HIP60729
HIP  60729,2005ApJS..159..141V,,,,B,V  ,31.0,2.0,,,3308308,HIP60729
HIP  60729,2004A&A...418..989N,5.0,,,A,v  ,30.299999237060547,1.0,,,3308308,HIP60729
HIP  60729,1979IAUS...30...57E,11.0,,,A,v  ,29.600000381469727,1.0,,##,3308308,HIP60729
HIP  60729,1974PASP...86..742R,,,,,v  ,29.0,1.0,,,3308308,HIP60729
HIP  60729,1965MNRAS.131...95P,7.0,,,,v  ,29.700000762939453,1.0,,,3308308,HIP60729
HIP  60729,1959MNRAS.119..638E,4.0,,,,v  ,29.299999237060547,1.0,,,3308308,HIP60729
HIP  60825,2004A&A...418..989N,3.0,,,A,v  ,-13.100000381469727,1.0,,,3287997,HIP60825
HIP  60825,2006AstL...32..759G,,,,A,V  ,-13.4,2.0,,,3287997,HIP60825
HIP  60956,2007A&A...465..271R,,,,A,v  ,2.1,1.0,,,1944020,HIP60956
HIP  60956,2002AJ....124.1144L,37.0,,,B,v  ,0.3199999928474426,2.0,,,1944020,HIP60956
HIP  60956,2002AJ....124.1144L,,,,B,V  ,0.32,2.0,,,1944020,HIP60956
HIP  60956,2004A&A...418..989N,39.0,,,A,v  ,2.0999999046325684,1.0,,,1944020,HIP60956
HIP  61619,2004A&A...418..989N,2.0,,,A,v  ,-15.100000381469727,1.0,,,1950265,HIP61619
HIP  61619,2006AstL...32..759G,,,,A,V  ,-15.2,2.0,,,1950265,HIP61619
HIP  61619,err.JRASC..12...92C,4.0,,,,v  ,69.4000015258789,1.0,,,1950265,HIP61619
HIP  61802,2012ApJ...753...64I,,,,,V  ,110.2,1.0,,,1961295,HIP61802
HIP  61802,2002AJ....124.1144L,8.0,,,A,v  ,112.94000244140625,2.0,,,1961295,HIP61802
HIP  61802,2002AJ....124.1144L,,,,A,V  ,112.94,2.0,,,1961295,HIP61802
HIP  61802,2004A&A...418..989N,6.0,,,A,v  ,112.4000015258789,1.0,,,1961295,HIP61802
HIP  61971,2013A&A...552A..64S,,,,A,z  ,23.269,3.0,,,1968255,HIP61971
HIP  61971,2006AstL...32..759G,,,,A,V  ,23.4,2.0,,,1968255,HIP61971
HIP  61971,2004A&A...418..989N,6.0,,,A,v  ,23.0,1.0,,,1968255,HIP61971
HIP  62108,2000AJ....119.2866B,,,,,v  ,219.0,0.0,,,3323502,HIP62108
HIP  62108,2004A&A...418..989N,4.0,,,A,v  ,222.3000030517578,1.0,,,3323502,HIP62108
HIP  62108,2006AstL...32..759G,,,,A,V  ,221.8,2.0,,,3323502,HIP62108
HIP  62534,1964RGOB...85..207E,4.0,,,,v  ,102.19999694824219,1.0,,,3300805,HIP62534
HIP  62534,1979IAUS...30...57E,4.0,,,B,v  ,102.19999694824219,1.0,,##,3300805,HIP62534
HIP  62534,2004A&A...418..989N,5.0,,,A,v  ,103.80000305175781,1.0,,,3300805,HIP62534
HIP  62534,2006AstL...32..759G,,,,A,V  ,104.1,2.0,,,3300805,HIP62534
HIP  62607,2007A&A...465..271R,,,,A,v  ,2.3,1.0,,,1994023,HIP62607
HIP  62607,1923ApJ....57..149A,3.0,,,,v  ,-3.4000000953674316,1.0,,,1994023,HIP62607
HIP  62607,1953GCRV..C......0W,3.0,,,B,v  ,-3.9000000953674316,1.0,,##,1994023,HIP62607
HIP  62607,1969AJ.....74..908A,10.0,,,,v  ,4.699999809265137,1.0,,,1994023,HIP62607
HIP  62607,2002AJ....124.1144L,18.0,,,A,v  ,2.0799999237060547,2.0,,,1994023,HIP62607
HIP  62607,2002AJ....124.1144L,,,,A,V  ,2.66,2.0,,,1994023,HIP62607
HIP  62607,2004A&A...418..989N,9.0,,,A,v  ,2.299999952316284,1.0,,,1994023,HIP62607
HIP  62809,1959MNRAS.119..638E,4.0,,,,v  ,3.299999952316284,1.0,,,3325221,HIP62809
HIP  62809,1979IAUS...30...57E,4.0,,,B,v  ,3.299999952316284,1.0,,##,3325221,HIP62809
HIP  62809,2004A&A...418..989N,5.0,,,A,v  ,3.4000000953674316,1.0,,,3325221,HIP62809
HIP  62809,2011A&A...526A.112S,,,,A,V  ,3.46,2.0,,,3325221,HIP62809
HIP  62809,2011A&A...531A...8J,,,,B,v  ,2.9,1.0,,,3325221,HIP62809
HIP  62857,2013A&A...552A..64S,,,,A,z  ,-12.158,3.0,,,1987720,HIP62857
HIP  62857,2006AstL...32..759G,,,,A,V  ,-12.4,2.0,,,1987720,HIP62857
HIP  62857,2004A&A...418..989N,3.0,,,A,v  ,-12.600000381469727,1.0,,,1987720,HIP62857
HIP  62857,1956PDDO....2..105H,5.0,,,,v  ,-12.0,1.0,,,1987720,HIP62857
HIP  63405,2007A&A...465..271R,,,,A,v  ,-7.0,1.0,,,2030768,HIP63405
HIP  63405,1939PDDO....1...71Y,4.0,,,,v  ,-8.199999809265137,1.0,,,2030768,HIP63405
HIP  63405,1953GCRV..C......0W,4.0,,,B,v  ,-7.699999809265137,1.0,,##,2030768,HIP63405
HIP  63405,2004A&A...418..989N,2.0,,,A,v  ,-7.0,1.0,,,2030768,HIP63405
HIP  63405,2006AstL...32..759G,,,,A,V  ,-7.5,2.0,,,2030768,HIP63405
HIP  63548,1929ApJ....70..207A,7.0,,,,v  ,-31.0,1.0,,,2057327,HIP63548
HIP  63548,1953GCRV..C......0W,7.0,,,C,v  ,-30.0,0.0,,##,2057327,HIP63548
HIP  63548,2002AJ....124.1144L,10.0,,,A,v  ,-26.270000457763672,2.0,,,2057327,HIP63548
HIP  63548,2002AJ....124.1144L,,,,A,V  ,-26.27,2.0,,,2057327,HIP63548
HIP  63548,2004A&A...418..989N,10.0,,,A,v  ,-26.5,1.0,,,2057327,HIP63548
HIP  63918,17AJ....153...7521K,1.0,54227.466,A,A,v  ,157.96,2.0,,,2062171,HIP63918
HIP  63918,2011A&A...526A.112S,,,,A,V  ,157.8,2.0,,,2062171,HIP63918
HIP  63918,2004A&A...418..989N,5.0,,,A,v  ,157.3000030517578,1.0,,,2062171,HIP63918
HIP  64345,1923ApJ....57..149A,3.0,,,,v  ,18.600000381469727,1.0,,,2106198,HIP64345
HIP  64345,1940PASP...52..401P,,,,,v  ,34.5,1.0,,,2106198,HIP64345
HIP  64345,1953GCRV..C......0W,4.0,,,C,v  ,23.0,0.0,,##,2106198,HIP64345
HIP  64345,2002AJ....124.1144L,9.0,,,A,v  ,26.75,2.0,,,2106198,HIP64345
HIP  64345,2002AJ....124.1144L,,,,A,V  ,26.75,2.0,,,2106198,HIP64345
HIP  64345,2004A&A...418..989N,11.0,,,A,v  ,26.600000381469727,1.0,,,2106198,HIP64345
HIP  64408,2015A&A...574A..50J,,,A,,V  ,-13.06,2.0,,,2117753,HIP64408
HIP  64408,2013A&A...554A..84M,,,,D,V  ,-15.0,2.0,,,2117753,HIP64408
HIP  64408,2006A&A...460..695T,21.0,,,A,v  ,-12.5,1.0,,,2117753,HIP64408
HIP  64408,2005ApJS..159..141V,,,,B,V  ,-11.2,2.0,,,2117753,HIP64408
HIP  64408,2000VeARI..37....1W,,,,,v  ,-13.100000381469727,1.0,,,2117753,HIP64408
HIP  64408,1953GCRV..C......0W,8.0,,,A,v  ,-15.0,1.0,,##,2117753,HIP64408
HIP  64408,1929ApJ....70..207A,3.0,,,,v  ,-12.800000190734863,1.0,,,2117753,HIP64408
HIP  64408,1928PLicO..16....1C,5.0,,,,v  ,-15.800000190734863,1.0,,,2117753,HIP64408
HIP  64408,1913LicOB...7..113C,1.0,,,,v  ,-15.0,1.0,,,2117753,HIP64408
HIP  64426,2007A&A...465..271R,,,,A,v  ,49.2,1.0,,,2105251,HIP64426
HIP  64426,1923ApJ....57..149A,3.0,,,,v  ,49.29999923706055,1.0,,,2105251,HIP64426
HIP  64426,1950ApJ...111..221W,7.0,,,,v  ,49.400001525878906,1.0,,,2105251,HIP64426
HIP  64426,1953GCRV..C......0W,7.0,,,B,v  ,49.900001525878906,1.0,,##,2105251,HIP64426
HIP  64426,1972A&A....19..427F,1.0,,,,v  ,48.900001525878906,1.0,,S,2105251,HIP64426
HIP  64426,2002ApJS..141..503N,,,,A,V  ,51.03,2.0,,,2105251,HIP64426
HIP  64426,2004A&A...418..989N,117.0,,,A,v  ,49.20000076293945,1.0,,,2105251,HIP64426
HIP  64444,1929ApJ....70..207A,4.0,,,,v  ,1.2999999523162842,1.0,,,2117378,HIP64444
HIP  64444,1953GCRV..C......0W,4.0,,,B,v  ,1.2999999523162842,1.0,,##,2117378,HIP64444
HIP  64444,2004A&A...418..989N,6.0,,,C,v  ,-5.699999809265137,1.0,,,2117378,HIP64444
HIP  64444,2006AstL...32..759G,,,,B,V  ,-3.2,2.0,,,2117378,HIP64444
HIP  64459,2013A&A...552A..64S,,,,A,z  ,64.989,3.0,,,2116971,HIP64459
HIP  64459,2004A&A...418..989N,5.0,,,A,v  ,64.4000015258789,1.0,,,2116971,HIP64459
HIP  64459,2002ApJS..141..503N,,,,A,V  ,64.97,2.0,,,2116971,HIP64459
HIP  64459,1979IAUS...30...57E,11.0,,,A,v  ,64.69999694824219,1.0,,##,2116971,HIP64459
HIP  64459,1965MNRAS.131...95P,3.0,,,,v  ,66.5999984741211,1.0,,,2116971,HIP64459
HIP  64459,1964RGOB...85..207E,4.0,,,,v  ,64.30000305175781,1.0,,,2116971,HIP64459
HIP  64459,1953GCRV..C......0W,4.0,,,C,v  ,64.0,0.0,,##,2116971,HIP64459
HIP  64459,1929ApJ....70..207A,4.0,,,,v  ,63.29999923706055,1.0,,,2116971,HIP64459
HIP  64673,2004A&A...418..989N,4.0,,,A,v  ,69.0999984741211,1.0,,,3340318,HIP64673
HIP  64673,2007A&A...475..519H,,,,A,V  ,69.1,2.0,,,3340318,HIP64673
HIP  64698,2013A&A...552A..64S,,,,A,z  ,-6.86,3.0,,,2106211,HIP64698
HIP  64698,2004A&A...418..989N,4.0,,,A,v  ,-7.199999809265137,1.0,,,2106211,HIP64698
HIP  64698,2002AJ....124.1144L,,,,A,V  ,-6.99,2.0,,,2106211,HIP64698
HIP  64698,2002AJ....124.1144L,11.0,,,A,v  ,-6.989999771118164,2.0,,,2106211,HIP64698
HIP  64706,2002AJ....124.1144L,10.0,,,A,v  ,53.029998779296875,2.0,,,2105775,HIP64706
HIP  64706,2002AJ....124.1144L,,,,A,V  ,53.03,2.0,,,2105775,HIP64706
HIP  64706,2004A&A...418..989N,2.0,,,A,v  ,52.5,1.0,,,2105775,HIP64706
HIP  64747,2013A&A...552A..64S,,,,A,z  ,-46.513,3.0,,,2065155,HIP64747
HIP  64747,2004A&A...418..989N,3.0,,,A,v  ,-47.0,1.0,,,2065155,HIP64747
HIP  64747,2002AJ....124.1144L,,,,A,V  ,-46.44,2.0,,,2065155,HIP64747
HIP  64747,2002AJ....124.1144L,14.0,,,A,v  ,-46.439998626708984,2.0,,,2065155,HIP64747
HIP  64747,1997JApA...18..161Y,3.0,,,A,v  ,-46.6,1.0,,,2065155,HIP64747
HIP  64792,2007A&A...465..271R,,,,A,v  ,-27.4,1.0,,,2106506,HIP64792
HIP  64792,1921PDAO....2..189H,2.0,,,,v  ,-26.700000762939453,1.0,,,2106506,HIP64792
HIP  64792,1923ApJ....57..149A,3.0,,,,v  ,-24.299999237060547,1.0,,,2106506,HIP64792
HIP  64792,1928PLicO..16....1C,4.0,,,,v  ,-26.399999618530273,1.0,,,2106506,HIP64792
HIP  64792,1953GCRV..C......0W,9.0,,,A,v  ,-25.899999618530273,1.0,,##,2106506,HIP64792
HIP  64792,2002ApJS..141..503N,,,,A,V  ,-27.0,2.0,,,2106506,HIP64792
HIP  64792,2004A&A...418..989N,12.0,,,A,v  ,-27.399999618530273,1.0,,,2106506,HIP64792
HIP  64792,2005PASJ...57...13T,,,,,v  ,-25.9,1.0,,,2106506,HIP64792
HIP  64792,2010A&A...521A..12M,,,D,,V  ,-27.73,2.0,,,2106506,HIP64792
HIP  64920,1957MNRAS.117..534E,4.0,,,,v  ,152.1999969482422,1.0,,,2116647,HIP64920
HIP  64920,1979IAUS...30...57E,4.0,,,B,v  ,152.1999969482422,1.0,,##,2116647,HIP64920
HIP  64920,2000VeARI..37....1W,,,,,v  ,152.1999969482422,1.0,,,2116647,HIP64920
HIP  64920,2006AstL...32..759G,,,,C,V  ,152.2,2.0,,,2116647,HIP64920
HIP  64924,2007A&A...465..271R,,,,A,v  ,-8.2,1.0,,,2115738,HIP64924
HIP  64924,1913LicOB...7..113C,1.0,,,,v  ,-6.599999904632568,1.0,,,2115738,HIP64924
HIP  64924,1923ApJ....57..149A,3.0,,,,v  ,-10.899999618530273,1.0,,,2115738,HIP64924
HIP  64924,1928PLicO..16....1C,7.0,,,,v  ,-8.0,1.0,,,2115738,HIP64924
HIP  64924,1953GCRV..C......0W,10.0,,,A,v  ,-8.5,1.0,,##,2115738,HIP64924
HIP  64924,1999VeARI..35....1W,,,,,v  ,-8.100000381469727,1.0,,,2115738,HIP64924
HIP  64924,2002ApJS..141..503N,,,,A,V  ,-8.13,2.0,,,2115738,HIP64924
HIP  64924,2004A&A...418..989N,11.0,,,A,v  ,-8.199999809265137,1.0,,,2115738,HIP64924
HIP  64924,2004A&A...420..183A,,,,C,v  ,-7.8,1.0,,,2115738,HIP64924
HIP  64924,2005PASJ...57...13T,,,,,v  ,-8.1,1.0,,,2115738,HIP64924
HIP  64924,2010A&A...521A..12M,,,D,,V  ,-8.96,2.0,,,2115738,HIP64924
HIP  64924,2010A&A...521A..12M,,,D,,V  ,-5.8,2.0,,,2115738,HIP64924
HIP  66238,2013A&A...552A..64S,,,,A,z  ,82.343,3.0,,,2180170,HIP66238
HIP  66238,2005ApJS..159..141V,,,,A,V  ,83.5,2.0,,,2180170,HIP66238
HIP  66238,2004A&A...418..989N,5.0,,,A,v  ,81.69999694824219,1.0,,,2180170,HIP66238
HIP  66238,1979IAUS...30...57E,10.0,,,B,v  ,83.5999984741211,1.0,,##,2180170,HIP66238
HIP  66238,1965MNRAS.131...95P,2.0,,,,v  ,-83.19999694824219,1.0,,,2180170,HIP66238
HIP  66238,1959MNRAS.119..638E,4.0,,,,v  ,80.5999984741211,1.0,,,2180170,HIP66238
HIP  66238,1953GCRV..C......0W,4.0,,,C,v  ,87.0,0.0,,##,2180170,HIP66238
HIP  66238,1929ApJ....70..207A,4.0,,,,v  ,86.80000305175781,1.0,,,2180170,HIP66238
HIP  66814,17AJ....153...7521K,1.0,55348.471,B,B,v  ,-3.72,2.0,,,3341964,HIP66814
HIP  66814,2011AJ....141..187S,1.0,53213.0,B,B,v  ,1.082,3.0,,,3341964,HIP66814
HIP  66814,2008AJ....136..421Z,1.0,,,B,v  ,1.100000023841858,1.0,,,3341964,HIP66814
HIP  66814,2006AstL...32..759G,,,,A,V  ,-4.8,2.0,,,3341964,HIP66814
HIP  66814,2004A&A...418..989N,8.0,,,A,v  ,-5.199999809265137,1.0,,,3341964,HIP66814
HIP  67371,2013A&A...552A..64S,,,,A,z  ,5.647,3.0,,,3376558,HIP67371
HIP  67371,2006AstL...32..759G,,,,A,V  ,5.5,2.0,,,3376558,HIP67371
HIP  67371,2004A&A...418..989N,4.0,,,A,v  ,5.099999904632568,1.0,,,3376558,HIP67371
HIP  67534,2006AstL...32..759G,,,,B,V  ,23.8,2.0,,,3359123,HIP67534
HIP  67534,2011A&A...531A...8J,,,,B,v  ,23.6,1.0,,,3359123,HIP67534
HIP  67784,2004A&A...418..989N,2.0,,,A,v  ,-20.0,1.0,,,2226203,HIP67784
HIP  67784,2006AstL...32..759G,,,,A,V  ,-20.1,2.0,,,2226203,HIP67784
HIP  67863,17AJ....153...7521K,1.0,54227.606,B,B,v  ,244.34,2.0,,,3406180,HIP67863
HIP  67863,2011A&A...526A.112S,,,,A,V  ,245.32,2.0,,,3406180,HIP67863
HIP  67863,2004A&A...418..989N,8.0,,,A,v  ,245.10000610351562,1.0,,,3406180,HIP67863
HIP  67863,1979IAUS...30...57E,4.0,,,C,v  ,243.8000030517578,1.0,,##,3406180,HIP67863
HIP  67863,1961RGOB...48..389E,4.0,,,,v  ,243.8000030517578,1.0,,,3406180,HIP67863
HIP  68273,1929ApJ....70..207A,3.0,,,,v  ,64.0,1.0,,,2228274,HIP68273
HIP  68273,1953GCRV..C......0W,3.0,,,C,v  ,64.0,0.0,,##,2228274,HIP68273
HIP  68273,1961RGOB...48..389E,4.0,,,,v  ,57.599998474121094,1.0,,,2228274,HIP68273
HIP  68273,1979IAUS...30...57E,7.0,,,B,v  ,60.29999923706055,1.0,,##,2228274,HIP68273
HIP  68273,2004A&A...418..989N,5.0,,,A,v  ,56.29999923706055,1.0,,,2228274,HIP68273
HIP  68273,2006AstL...32..759G,,,,A,V  ,56.6,2.0,,,2228274,HIP68273
HIP  68464,2012ApJ...753...64I,,,,,V  ,-29.0,1.0,,,2228643,HIP68464
HIP  68464,2014AJ....147..136R,,,D,,V  ,-27.6,1.0,,,2228643,HIP68464
HIP  68464,2000AJ....119.2866B,,,,,v  ,-23.0,0.0,,,2228643,HIP68464
HIP  68464,1964RGOB...85..207E,7.0,,,,v  ,-22.600000381469727,1.0,,,2228643,HIP68464
HIP  68464,1979IAUS...30...57E,12.0,,,B,v  ,-22.799999237060547,1.0,,##,2228643,HIP68464
HIP  68464,2004A&A...418..989N,6.0,,,A,v  ,-26.299999237060547,1.0,,,2228643,HIP68464
HIP  68464,2006AstL...32..759G,,,,A,V  ,-26.4,2.0,,,2228643,HIP68464
HIP  68468,2004A&A...418..989N,2.0,,,A,v  ,0.800000011920929,1.0,,,2228246,HIP68468
HIP  68468,2006AstL...32..759G,,,,A,V  ,1.1,2.0,,,2228246,HIP68468
HIP  68727,1950ApJ...112...48M,3.0,,,,v  ,-29.0,1.0,,,2244449,HIP68727
HIP  68727,1953GCRV..C......0W,3.0,,,C,v  ,-29.0,0.0,,##,2244449,HIP68727
HIP  68727,2004A&A...418..989N,7.0,,,A,v  ,-43.099998474121094,1.0,,,2244449,HIP68727
HIP  68727,2007A&A...475..519H,,,,A,V  ,-43.1,2.0,,,2244449,HIP68727
HIP  68796,1952ApJ...115..157W,3.0,,,,v  ,6.300000190734863,1.0,,,390725,HIP68796
HIP  68796,1953GCRV..C......0W,3.0,,,B,v  ,6.800000190734863,1.0,,##,390725,HIP68796
HIP  68796,2004A&A...418..989N,2.0,,,A,v  ,12.800000190734863,1.0,,,390725,HIP68796
HIP  68796,2006AstL...32..759G,,,,A,V  ,12.9,2.0,,,390725,HIP68796
HIP  69220,1959MNRAS.119..638E,6.0,,,,v  ,48.0,1.0,,,3438233,HIP69220
HIP  69220,1979IAUS...30...57E,6.0,,,C,v  ,48.0,0.0,,##,3438233,HIP69220
HIP  69220,2004A&A...418..989N,2.0,,,A,v  ,48.900001525878906,1.0,,,3438233,HIP69220
HIP  69220,2006AstL...32..759G,,,,A,V  ,49.2,2.0,,,3438233,HIP69220
HIP  69645,2004A&A...418..989N,2.0,,,A,v  ,-2.700000047683716,1.0,,,3454710,HIP69645
HIP  69645,2006AstL...32..759G,,,,A,V  ,-2.4,2.0,,,3454710,HIP69645
HIP  69780,2013A&A...552A..64S,,,,A,z  ,53.649,3.0,,,3407239,HIP69780
HIP  69780,2011A&A...526A.112S,,,,A,V  ,53.66,2.0,,,3407239,HIP69780
HIP  69780,2004A&A...418..989N,4.0,,,A,v  ,53.29999923706055,1.0,,,3407239,HIP69780
HIP  69796,2004A&A...418..989N,9.0,,,A,v  ,-9.0,1.0,,,3344862,HIP69796
HIP  69796,2005ApJS..159..141V,,,,A,V  ,-8.7,2.0,,,3344862,HIP69796
HIP  70140,2004A&A...418..989N,6.0,,,B,v  ,68.4000015258789,1.0,,,3362537,HIP70140
HIP  70140,2006AstL...32..759G,,,,B,V  ,69.9,2.0,,,3362537,HIP70140
HIP  70182,2004A&A...418..989N,4.0,,,A,v  ,-57.20000076293945,1.0,,,3394221,HIP70182
HIP  70182,2006AstL...32..759G,,,,A,V  ,-57.0,2.0,,,3394221,HIP70182
HIP  70330,1957MNRAS.117..534E,5.0,,,,v  ,25.899999618530273,1.0,,,2264758,HIP70330
HIP  70330,1979IAUS...30...57E,5.0,,,B,v  ,25.899999618530273,1.0,,##,2264758,HIP70330
HIP  70330,2004A&A...418..989N,13.0,,,C,v  ,20.600000381469727,1.0,,,2264758,HIP70330
HIP  70330,2006AstL...32..759G,,,,B,V  ,22.5,2.0,,,2264758,HIP70330
HIP  70681,17AJ....153...7521K,1.0,54213.637,A,A,v  ,-45.79,2.0,,,2280799,HIP70681
HIP  70681,2007A&A...465..271R,,,,A,v  ,-45.7,1.0,,,2280799,HIP70681
HIP  70681,2011A&A...526A.112S,,,,A,V  ,-45.58,2.0,,,2280799,HIP70681
HIP  70681,2004A&A...418..989N,6.0,,,A,v  ,-45.70000076293945,1.0,,,2280799,HIP70681
HIP  70681,1953GCRV..C......0W,3.0,,,B,v  ,-47.20000076293945,1.0,,##,2280799,HIP70681
HIP  70681,1950ApJ...111..221W,3.0,,,,v  ,-47.70000076293945,1.0,,,2280799,HIP70681
HIP  70829,2004A&A...418..989N,2.0,,,A,v  ,59.20000076293945,1.0,,,3438464,HIP70829
HIP  70829,2011A&A...526A.112S,,,,A,V  ,59.87,2.0,,,3438464,HIP70829
HIP  70922,2004A&A...418..989N,5.0,,,A,v  ,-9.600000381469727,1.0,,,3379662,HIP70922
HIP  70922,2011A&A...526A.112S,,,,A,V  ,-9.18,2.0,,,3379662,HIP70922
